交易日期,市场风险溢价因子(流通市值加权),市场风险溢价因子(总市值加权),市值因子(流通市值加权),市值因子(总市值加权),帐面市值比因子(流通市值加权),帐面市值比因子(总市值加权),盈利能力因子(流通市值加权),盈利能力因子(总市值加权),投资模式因子(流通市值加权),投资模式因子(总市值加权)
2021-10-20,-0.002165,-0.001931,0.001206,0.001087,-0.003209,-0.002411,-0.000732,-0.00186,-0.003235,-0.001804
2021-10-21,0.001988,0.001366,-0.008296,-0.007676,0.007907,0.007685,0.004468,0.004004,-0.001332,-0.001508
2021-10-22,-0.00258,-0.002851,-0.007675,-0.006653,-0.01205,-0.010922,0.010034,0.011681,-0.013167,-0.012702
2021-10-25,0.007855,0.007945,-0.000377,-0.000149,-0.002897,-0.003131,-0.000898,-0.001207,0.001594,0.001434
2021-10-26,-0.003514,-0.003454,-0.001207,-0.000524,-0.002248,-0.001634,0.003433,0.004413,-0.003872,-0.004642
2021-10-27,-0.010114,-0.010102,-0.005684,-0.006102,0.004277,0.002965,-0.001504,-0.002168,-0.002355,-0.002823
2021-10-28,-0.013343,-0.013226,-0.004373,-0.004361,-0.008066,-0.00705,0.005766,0.005407,-0.010255,-0.01013
2021-10-29,0.009328,0.00979,0.006434,0.005367,-0.010233,-0.010958,-0.006892,-0.00747,0.001832,0.00201
2021-11-01,0.000978,0.001692,0.014406,0.015057,0.002849,0.003221,0.0048,0.006291,-0.001144,-0.001543
2021-11-02,-0.01086,-0.010433,-0.003957,-0.002956,-0.012534,-0.01028,0.000468,0.002614,-0.006705,-0.007101
2021-11-03,-0.001346,-0.00111,0.007436,0.007713,0.003309,0.002722,0.000212,0.001479,0.00222,0.00181
2021-11-04,0.009293,0.009711,0.007135,0.006818,-0.009759,-0.008356,0.005219,0.005585,-0.005074,-0.004935
2021-11-05,-0.008739,-0.008979,0.005783,0.005979,-0.006982,-0.006312,-0.000497,0.000658,-0.002828,-0.002131
2021-11-08,0.003557,0.003421,0.00357,0.003151,0.001431,0.001716,-0.010565,-0.010798,0.00681,0.008281
2021-11-09,0.003681,0.004133,0.008624,0.008593,-0.004475,-0.003986,-0.001789,-0.001755,-0.00278,-0.002032
2021-11-10,-0.004095,-0.00368,0.012354,0.012504,0.001283,0.00055,0.001779,0.002065,-0.000362,0.000123
2021-11-11,0.011768,0.011543,-0.003018,-0.002947,0.002847,0.001846,0.003008,0.003236,-0.003369,-0.003369
2021-11-12,0.001394,0.00201,0.009537,0.009273,-0.006262,-0.006359,-0.002503,-0.003386,-0.001489,-0.001153
2021-11-15,-0.002551,-0.001987,0.012057,0.012043,0.00075,0.001354,0.000714,0.00094,0.000379,0.000414
2021-11-16,-0.003501,-0.003541,-0.003569,-0.003899,-0.00411,-0.004441,0.007938,0.007956,-0.003165,-0.003391
2021-11-17,0.006173,0.006635,0.011759,0.010301,-0.003146,-0.003589,-0.003766,-0.005419,0.00284,0.003623
2021-11-18,-0.005294,-0.005291,-0.00119,-0.001343,0.005065,0.005038,-0.001664,-0.002601,-0.00032,-0.000663
2021-11-19,0.010974,0.011117,6.8e-05,-0.000316,0.000322,0.001074,0.00425,0.004166,-0.002373,-0.002409
2021-11-22,0.008275,0.008998,-0.000523,0.000274,-0.009142,-0.008454,0.001979,0.002716,-0.004106,-0.00433
2021-11-23,0.000398,0.0001,0.002001,0.001956,0.003867,0.00397,-0.003389,-0.003384,0.00234,0.003412
2021-11-24,0.000998,0.001539,0.00128,0.002454,0.000987,0.001556,0.003745,0.004421,0.00312,0.003238
2021-11-25,-0.003187,-0.003133,0.004477,0.004558,-0.000892,-0.002577,0.002142,0.003038,-0.00231,-0.002663
2021-11-26,-0.004229,-0.004021,0.003639,0.003607,-0.001115,-0.001244,-0.001006,-0.001107,-0.002091,-0.001986
2021-11-29,0.000909,0.001142,0.000113,-1.8e-05,-0.007438,-0.007807,0.00536,0.004682,-0.006261,-0.006324
2021-11-30,0.000418,0.000501,0.010813,0.009272,-0.000898,-0.002168,-0.005697,-0.007485,0.004464,0.005796
2021-12-01,0.004087,0.003882,0.008607,0.007463,0.007873,0.007863,-0.00529,-0.006838,0.009312,0.010118
2021-12-02,-0.001311,-0.002086,-0.012002,-0.011999,0.007345,0.006921,-0.000431,-0.001359,0.00195,0.000982
2021-12-03,0.008621,0.008195,-0.006256,-0.006457,0.000231,-0.000693,-0.000514,-0.001182,0.000414,0.000547
2021-12-06,-0.006066,-0.006926,-0.009097,-0.009158,0.004201,0.004384,0.002573,0.001687,0.000621,0.000179
2021-12-07,-0.000867,-0.001131,-0.008191,-0.008771,0.008534,0.007043,0.00084,0.000395,0.003697,0.004173
2021-12-08,0.013104,0.013313,-0.001522,-0.001439,-0.013747,-0.012295,0.004652,0.004695,-0.006365,-0.006069
2021-12-09,0.009292,0.009134,-0.00806,-0.007553,-0.003525,-0.002639,0.002082,0.002698,-0.002209,-0.002324
2021-12-10,-0.001506,-0.000878,0.009869,0.009388,-0.002563,-0.001935,-0.00024,-0.000379,-0.000681,-0.000496
2021-12-13,0.004044,0.004379,0.001134,0.001259,-0.003362,-0.002536,0.005979,0.004909,-0.001712,-0.001594
2021-12-14,-0.004691,-0.004253,0.014784,0.014558,-0.007499,-0.007863,-0.002759,-0.003271,-0.000285,0.001137
2021-12-15,-0.004119,-0.003607,0.009034,0.008217,0.012221,0.010866,-0.003642,-0.004717,0.00567,0.005214
2021-12-16,0.007059,0.007081,0.001553,0.000967,0.006928,0.006089,-0.002558,-0.002987,0.006075,0.005738
2021-12-17,-0.011536,-0.011742,0.007223,0.005844,0.010611,0.009378,-0.009057,-0.010693,0.009506,0.009632
2021-12-20,-0.01271,-0.013264,0.006953,0.006437,0.009108,0.008756,2.5e-05,-0.000256,0.00112,0.001091
2021-12-21,0.009581,0.009568,0.008716,0.007224,0.006142,0.003436,-0.003582,-0.003805,0.004183,0.004307
2021-12-22,0.001862,0.00195,0.000514,0.001593,-0.007192,-0.005645,0.000692,0.000872,-0.003779,-0.004137
2021-12-23,0.004927,0.004414,-0.012991,-0.012166,0.001456,0.001919,0.008174,0.008507,-0.003673,-0.004847
2021-12-24,-0.008829,-0.009401,-0.011183,-0.010507,-0.00015,0.000496,0.002377,0.003585,-0.002163,-0.003428
2021-12-27,2.4e-05,4.2e-05,0.006228,0.005738,0.001894,0.000756,-0.001342,-0.001334,-0.000448,3e-06
2021-12-28,0.00534,0.005355,0.002697,0.002689,-0.008945,-0.008282,0.001973,0.000894,-0.005082,-0.003887
2021-12-29,-0.00918,-0.008479,0.008967,0.008102,0.006911,0.004821,-0.008303,-0.0082,0.003851,0.003923
2021-12-30,0.006709,0.006794,0.003765,0.004026,-0.004392,-0.004779,-0.004604,-0.004105,-0.000759,-0.000737
2021-12-31,0.004911,0.004907,-0.000952,-0.001024,0.002979,0.002995,-0.00348,-0.003205,0.003426,0.003721
2022-01-04,-0.000424,-0.000554,0.017147,0.015895,0.008209,0.007739,-0.008766,-0.01025,0.012328,0.013653
2022-01-05,-0.011122,-0.011878,-0.002214,-0.001988,0.012382,0.012706,-0.00394,-0.003946,0.008256,0.008425
2022-01-06,-0.002524,-0.001768,0.015024,0.014472,0.006952,0.007475,-0.001524,-0.001812,0.003324,0.003227
2022-01-07,-0.003866,-0.004626,-0.018834,-0.017434,0.015886,0.015041,0.006357,0.007285,0.003043,0.00227
2022-01-10,0.004205,0.004542,0.005602,0.006022,0.00095,0.001649,0.002924,0.003121,-0.003234,-0.00295
2022-01-11,-0.007668,-0.007894,0.005102,0.004724,0.010731,0.009209,-0.007153,-0.00695,0.00477,0.004566
2022-01-12,0.009394,0.009873,0.006578,0.00593,-0.014192,-0.013607,0.0,6e-06,-0.00319,-0.003231
2022-01-13,-0.012654,-0.012712,0.007385,0.007322,0.012649,0.011134,-0.007089,-0.006614,0.010346,0.009937
2022-01-14,-0.007592,-0.006996,0.002451,0.003669,-0.012987,-0.011486,0.005503,0.0071,-0.008008,-0.008881
2022-01-17,0.008562,0.009075,0.010004,0.01005,-0.0098,-0.009691,-0.000285,-0.000465,-0.00128,-0.000885
2022-01-18,0.004858,0.004314,-0.026444,-0.025452,0.00813,0.00781,0.007847,0.007336,-0.001748,-0.00254
2022-01-19,-0.005185,-0.005551,0.011749,0.011002,0.009259,0.007795,-0.002588,-0.004331,0.003972,0.005644
2022-01-20,-0.001519,-0.002779,-0.027762,-0.02693,0.003937,0.004039,0.004357,0.004347,-0.006209,-0.006813
2022-01-21,-0.010001,-0.010549,0.002403,0.000635,-0.001945,-0.00237,-0.002376,-0.003972,6e-05,0.000522
2022-01-24,0.002156,0.003783,-0.004416,-0.00355,-0.002748,-0.00284,0.002236,0.001398,-0.000759,-0.001613
2022-01-25,-0.027867,-0.028414,-0.015809,-0.015359,0.001674,0.001609,0.002758,0.003005,-0.006035,-0.006872
2022-01-26,0.006822,0.007051,0.00238,0.002084,0.005781,0.005342,0.005301,0.004485,-0.0021,-0.002628
2022-01-27,-0.02054,-0.021143,-0.014999,-0.013823,0.014523,0.01437,0.00245,0.003465,-0.001555,-0.003596
2022-01-28,-0.006684,-0.005778,0.027466,0.025898,-0.003685,-0.004138,-0.013978,-0.0146,0.007513,0.00884
2022-02-07,0.017348,0.017294,-0.005732,-0.005258,0.014697,0.014119,0.003168,0.002863,0.007077,0.006076
2022-02-08,0.005539,0.005332,0.014793,0.013001,0.02012,0.017646,-0.01221,-0.014582,0.016156,0.017132
2022-02-09,0.012236,0.012316,0.005508,0.004875,-0.010923,-0.010191,-0.000857,-0.001812,-0.002293,-0.001454
2022-02-10,-0.000521,-0.000989,-0.003768,-0.004288,0.013171,0.011942,-0.003814,-0.00375,0.007672,0.008045
2022-02-11,-0.008413,-0.009486,-0.011929,-0.011171,0.012974,0.013204,0.001899,0.001125,0.006746,0.006804
2022-02-14,-0.009115,-0.009013,0.013055,0.01274,-0.01149,-0.010913,-0.004969,-0.004981,0.003087,0.002972
2022-02-15,0.006135,0.006628,-0.006062,-0.006003,-0.016678,-0.016081,0.009164,0.009644,-0.01456,-0.014517
2022-02-16,0.005798,0.006241,0.009518,0.008607,0.004025,0.003291,-0.001431,-0.002134,0.000845,0.001748
2022-02-17,0.000476,0.000495,-0.004785,-0.00417,-0.002855,-0.002783,0.003102,0.00344,-0.002964,-0.003334
2022-02-18,0.006434,0.006188,0.002455,0.002297,0.00637,0.00391,-0.000622,-0.001559,0.001121,0.001579
2022-02-21,0.002381,0.002586,0.016884,0.015317,-0.003987,-0.004756,-0.007428,-0.008737,0.004913,0.005817
2022-02-22,-0.010641,-0.010628,0.000654,6.2e-05,0.003617,0.003221,-0.003418,-0.00427,0.006659,0.006353
2022-02-23,0.010268,0.010943,0.002998,0.004121,-0.018317,-0.01713,4e-05,0.002324,-0.008395,-0.008489
2022-02-24,-0.01943,-0.019861,-0.00638,-0.005719,0.002603,0.00302,-0.00215,-0.001414,0.007054,0.006086
2022-02-25,0.006821,0.0074,0.002534,0.001895,-0.007066,-0.007942,0.002329,0.002444,-0.007655,-0.007661
2022-02-28,0.002543,0.002734,-0.003814,-0.004008,0.000548,0.000651,0.001252,0.001196,0.00047,0.000371
2022-03-01,0.006812,0.006445,0.00467,0.003955,-0.001258,-0.001844,-0.001733,-0.003074,-0.0016,-0.000605
2022-03-02,-0.002967,-0.002941,0.01165,0.010424,0.008291,0.006888,-0.007161,-0.00757,0.011837,0.012066
2022-03-03,-0.002112,-0.002289,0.001253,-2.6e-05,0.019302,0.016874,-0.012126,-0.012281,0.01352,0.013513
2022-03-04,-0.011293,-0.010989,-0.001975,-0.001683,9.7e-05,0.001491,0.000663,0.001538,0.000126,-0.000176
2022-03-07,-0.023082,-0.022951,0.014806,0.013837,0.016467,0.014229,-0.005754,-0.00642,0.01186,0.012105
2022-03-08,-0.024481,-0.024965,-0.00567,-0.005846,-0.00319,-0.004576,0.004382,0.002909,-0.00404,-0.003358
2022-03-09,-0.011401,-0.011261,0.001265,0.000326,-0.002791,-0.003845,-0.000855,-0.002365,-0.001197,-0.000677
2022-03-10,0.014712,0.014687,0.002225,0.001301,-0.00871,-0.009027,0.004166,0.002796,-0.007843,-0.006942
2022-03-11,0.004619,0.004522,0.00089,0.000583,-0.001129,-0.001471,-0.005109,-0.004261,0.001347,0.001264
2022-03-14,-0.02615,-0.026249,0.000591,0.000597,0.00791,0.00745,-0.004606,-0.004129,0.00497,0.004324
2022-03-15,-0.047687,-0.047226,0.000333,-7.1e-05,-0.004665,-0.004646,-0.001495,-0.001926,-0.005415,-0.004818
2022-03-16,0.035542,0.035026,-0.003891,-0.004924,-0.009878,-0.01003,-0.004787,-0.006299,-0.002848,-0.002019
2022-03-17,0.01603,0.016283,-0.000383,0.000554,-0.011395,-0.010877,0.008678,0.010986,-0.009406,-0.009932
2022-03-18,0.010235,0.010038,0.005707,0.004463,0.015283,0.012786,-0.008278,-0.009285,0.007498,0.008002
2022-03-21,0.002512,0.003076,0.014936,0.013882,-0.002998,-0.003833,-0.002292,-0.002358,0.002381,0.002821
2022-03-22,0.00185,0.000938,-0.001842,-0.002018,0.017059,0.015157,-0.002559,-0.003567,0.007566,0.007508
2022-03-23,0.003767,0.00378,-0.001496,-0.00131,-0.00546,-0.004288,0.007205,0.007422,-0.007115,-0.007295
2022-03-24,-0.00548,-0.005791,-0.00638,-0.006486,0.005699,0.004763,-0.000962,0.000195,0.001023,0.000688
2022-03-25,-0.011927,-0.012095,0.013364,0.012268,0.012785,0.010937,-0.008929,-0.010101,0.007459,0.008078
2022-03-28,-0.000935,-0.001532,-0.001218,-0.001799,0.017885,0.017027,-0.00243,-0.003338,0.009946,0.008962
2022-03-29,-0.003343,-0.003594,-0.005032,-0.005134,0.004443,0.003545,-0.003323,-0.002674,0.00127,0.000361
2022-03-30,0.020254,0.020184,-0.009279,-0.009187,-0.009368,-0.009608,0.009974,0.009173,-0.015981,-0.015638
2022-03-31,-0.00515,-0.005589,0.008335,0.007395,0.01461,0.012057,-9.3e-05,-0.001072,0.002026,0.002165
2022-04-01,0.008649,0.007998,-0.014004,-0.013981,0.001539,0.001606,-0.003098,-0.00327,-0.00025,-5.8e-05
2022-04-06,0.001014,0.001222,0.015227,0.013282,0.014327,0.011903,-0.00746,-0.008893,0.011786,0.012402
2022-04-07,-0.01513,-0.015594,-0.009719,-0.008949,0.001922,0.002647,0.003212,0.003392,0.000484,-0.000298
2022-04-08,0.003404,0.002604,-0.009426,-0.009925,0.015306,0.013178,0.004714,0.004458,-0.002665,-0.002966
2022-04-11,-0.027462,-0.02769,0.004498,0.003692,0.012879,0.012296,-0.002103,-0.001536,0.005586,0.004406
2022-04-12,0.015749,0.01553,-0.001261,-0.001638,-0.01418,-0.013096,-0.009159,-0.009665,0.002934,0.003433
2022-04-13,-0.009647,-0.010421,-0.010712,-0.009586,0.007017,0.00773,0.001439,0.002397,0.002651,0.002406
2022-04-14,0.011087,0.01022,-0.006534,-0.006146,-0.003984,-0.004017,0.005349,0.004186,-0.003415,-0.00221
2022-04-15,-0.007236,-0.007288,-0.01695,-0.015676,0.002289,0.003071,0.002863,0.004051,-0.002878,-0.003745
2022-04-18,-0.004102,-0.003074,0.009257,0.009635,-0.014574,-0.013691,-0.000791,0.000695,-0.004865,-0.00479
2022-04-19,0.00021,0.000196,0.0091,0.007753,0.010842,0.010072,-0.004354,-0.006814,0.009602,0.010338
2022-04-20,-0.014764,-0.014507,0.004513,0.005326,-0.006153,-0.003866,-0.002842,-0.001815,0.000833,0.001667
2022-04-21,-0.021685,-0.022652,-0.016963,-0.015384,0.004174,0.004465,0.007435,0.007903,-0.004851,-0.005507
2022-04-22,0.002958,0.002455,-0.013827,-0.012756,0.015235,0.015667,0.005139,0.003997,0.002354,0.000807
2022-04-25,-0.053305,-0.053815,-0.020622,-0.021677,0.01528,0.014555,0.009652,0.008177,-0.005085,-0.004847
2022-04-26,-0.016036,-0.017414,-0.018116,-0.017967,0.004302,0.001145,0.017188,0.018414,-0.010518,-0.010616
2022-04-27,0.027546,0.028071,-0.003964,-0.003114,-0.02085,-0.019557,0.005766,0.006384,-0.01159,-0.011246
2022-04-28,0.003745,0.001821,-0.022794,-0.021454,0.008563,0.007503,0.005042,0.004305,-0.001016,-0.001976
2022-04-29,0.027736,0.028829,0.01253,0.013044,-0.012287,-0.011293,-0.006358,-0.004571,0.001661,0.00182
2022-05-05,0.004565,0.005377,0.011087,0.011849,-0.000546,-7e-06,-0.001093,0.000202,0.006203,0.007063
2022-05-06,-0.020629,-0.019808,0.012297,0.012924,-0.001577,-0.001056,-0.002517,-0.002386,0.003278,0.003408
2022-05-09,0.001557,0.002098,0.02246,0.021077,0.008372,0.006612,-0.005755,-0.00632,0.005257,0.006159
2022-05-10,0.009092,0.010003,0.007605,0.007826,-0.005013,-0.004594,0.004289,0.005511,-0.01008,-0.009925
2022-05-11,0.008261,0.008414,-0.012126,-0.011439,-0.012978,-0.011855,0.007716,0.009598,-0.010176,-0.011213
2022-05-12,-0.001011,-0.000584,0.010062,0.009855,-0.003583,-0.003574,-0.00302,-0.002809,0.000625,0.000645
2022-05-13,0.009241,0.008517,-0.002759,-0.003154,0.005573,0.004773,-0.004044,-0.004262,0.005272,0.005458
2022-05-16,-0.002372,-0.002349,0.008484,0.007087,0.003796,0.002835,-0.006053,-0.00818,0.008483,0.008722
2022-05-17,0.006897,0.006519,-0.011896,-0.011519,-0.010023,-0.009234,0.001751,0.001212,-0.002781,-0.002716
2022-05-18,-0.001239,-0.000734,0.013959,0.013183,-0.005051,-0.004792,-0.003464,-0.00338,0.002063,0.002028
2022-05-19,0.002607,0.002842,0.007409,0.0059,-0.000574,-0.002086,-0.001035,-0.002891,-0.001391,-0.001257
2022-05-20,0.016048,0.015784,-0.007648,-0.006502,-0.007599,-0.005976,0.003167,0.003948,0.000519,0.000216
2022-05-23,0.00182,0.002454,0.014952,0.014094,-3.7e-05,0.00024,-0.009786,-0.010506,0.007613,0.007901
2022-05-24,-0.025803,-0.026785,-0.015799,-0.014729,0.009173,0.009339,0.002782,0.003267,0.001592,8.6e-05
2022-05-25,0.012009,0.012293,0.010836,0.010276,0.004475,0.003507,-0.007679,-0.007606,0.00779,0.007766
2022-05-26,0.00567,0.00541,-0.000953,-0.001133,0.002282,0.002808,0.000513,-0.000229,1.2e-05,-4.2e-05
2022-05-27,0.003025,0.002633,0.001008,0.000757,0.002519,0.00265,0.001059,0.000467,0.002457,0.001437
2022-05-30,0.007544,0.007633,-0.000924,-0.000684,-0.012069,-0.009754,-0.000389,1.4e-05,-0.002155,-0.002165
2022-05-31,0.01111,0.011236,-0.005187,-0.004454,-0.012024,-0.010249,0.006146,0.00731,-0.005524,-0.006154
2022-06-01,-0.000485,-0.00028,0.005111,0.005405,-0.000294,7.1e-05,-0.004235,-0.001695,-0.001569,-0.002445
2022-06-02,0.001988,0.002591,0.002419,0.003469,-0.006875,-0.005401,0.004541,0.005417,-0.005908,-0.00587
2022-06-06,0.014867,0.015302,-0.003072,-0.002152,-0.014986,-0.013662,0.006781,0.00691,-0.008879,-0.009
2022-06-07,0.002019,0.001634,-0.008459,-0.008382,0.003226,0.002522,0.001047,0.00091,-0.00133,-0.001666
2022-06-08,0.007875,0.007274,-0.010382,-0.010527,-0.000655,-0.000878,0.00035,-0.000882,0.003427,0.003079
2022-06-09,-0.009344,-0.009934,-0.008759,-0.009019,0.016873,0.016073,-0.000255,-0.001273,0.003059,0.003107
2022-06-10,0.015936,0.016281,0.000999,0.000804,-0.006947,-0.00524,0.002923,0.003379,-0.004442,-0.003993
2022-06-13,-0.006761,-0.006016,0.011619,0.011547,-0.007977,-0.007248,-0.003401,-0.003721,0.003155,0.003714
2022-06-14,0.009022,0.008563,-0.007815,-0.008025,0.009409,0.009295,-0.000573,-0.001805,0.004604,0.004399
2022-06-15,0.005307,0.004955,-0.012466,-0.012036,-0.001413,-0.000633,0.003034,0.004659,-0.007949,-0.007958
2022-06-16,-0.004649,-0.003893,0.013506,0.013947,-0.012213,-0.012671,-0.000989,0.000512,-0.001767,-0.001182
2022-06-17,0.009461,0.009735,-0.006056,-0.005599,-0.011396,-0.010117,0.007337,0.008314,-0.010608,-0.010318
2022-06-20,0.002934,0.003771,0.008443,0.008118,-0.011523,-0.011605,0.002991,0.003258,-0.011655,-0.010801
2022-06-21,-0.001484,-0.001975,-0.000409,-0.000543,0.006362,0.005473,0.001081,0.000542,0.000183,0.000715
2022-06-22,-0.012391,-0.012267,0.003295,0.002677,0.00156,0.000739,-0.003628,-0.003712,0.001838,0.002176
2022-06-23,0.017386,0.017627,0.000355,0.00103,-0.00508,-0.004377,-0.000211,0.000275,-0.004176,-0.0049
2022-06-24,0.008929,0.009458,-0.001175,-0.000686,-0.014842,-0.012557,0.00171,0.00142,-0.007026,-0.006231
2022-06-27,0.009462,0.009598,-0.000596,-0.000895,-0.00549,-0.005602,0.001547,0.001579,-0.000795,-0.00044
2022-06-28,0.010254,0.010146,0.003919,0.003101,-0.004745,-0.004721,-0.00546,-0.00702,0.004475,0.00521
2022-06-29,-0.015237,-0.015866,-0.008136,-0.00781,0.013123,0.011498,0.001688,0.001827,0.002524,0.001735
2022-06-30,0.01142,0.011484,-0.006797,-0.006177,-0.009233,-0.008446,0.00235,0.002723,-0.005033,-0.004667
2022-07-01,-0.002357,-0.00246,0.000897,0.001249,0.003008,0.003316,0.004033,0.004584,0.001926,0.001327
2022-07-04,0.006724,0.007233,-0.004474,-0.004533,-0.006104,-0.0053,0.000231,0.000863,-0.003278,-0.00358
2022-07-05,-0.001701,-0.002107,-0.0083,-0.008266,0.007569,0.007117,-0.001003,-0.000582,0.002596,0.00279
2022-07-06,-0.014487,-0.013822,0.006556,0.007256,-0.00597,-0.005473,-0.002261,-0.001553,-0.00257,-0.003463
2022-07-07,0.005296,0.005397,0.002046,0.001438,-0.00558,-0.006902,-0.005151,-0.005176,-0.000289,-0.000333
2022-07-08,-0.002304,-0.002394,0.006891,0.006627,0.005763,0.005587,-0.005818,-0.00635,0.006509,0.00708
2022-07-11,-0.011731,-0.011635,0.007954,0.007452,0.011639,0.011024,-0.006903,-0.007226,0.008152,0.007704
2022-07-12,-0.007947,-0.008582,-0.007191,-0.008317,0.015617,0.013932,0.00035,-0.0003,0.006761,0.006592
2022-07-13,0.003127,0.003809,0.013624,0.012175,-0.005361,-0.006171,-0.003616,-0.004724,0.001433,0.002024
2022-07-14,0.000244,0.001054,0.002794,0.004567,-0.018396,-0.016226,0.00362,0.005576,-0.013471,-0.013821
2022-07-15,-0.014011,-0.013716,-0.00697,-0.004704,-0.007661,-0.004371,0.00723,0.009394,-0.009052,-0.009669
2022-07-18,0.016082,0.015992,0.015032,0.014529,0.009113,0.00825,-0.002594,-0.003412,0.010342,0.009593
2022-07-19,0.000775,0.000782,0.012501,0.012052,0.001331,0.001294,-0.002475,-0.003469,0.00555,0.005632
2022-07-20,0.007005,0.006977,0.00253,0.002402,-0.006066,-0.006044,-0.002092,-0.001493,0.001047,0.001268
2022-07-21,-0.009629,-0.009419,0.006465,0.005886,-0.00475,-0.004824,-0.004193,-0.004493,0.002745,0.002734
2022-07-22,-0.001157,-0.00153,0.002155,0.0013,0.004087,0.002498,-0.003939,-0.004957,0.003552,0.003665
2022-07-25,-0.006512,-0.006853,-0.00151,-0.001363,0.005236,0.004178,0.002989,0.002618,0.001991,0.002082
2022-07-26,0.008943,0.008893,0.002978,0.002442,-0.00065,-0.002195,0.000486,-0.000375,0.001733,0.001725
2022-07-27,-0.00115,-0.00034,0.011439,0.012192,-0.004811,-0.003531,0.001138,0.001622,-0.003406,-0.003731
2022-07-28,0.002189,0.002459,0.006393,0.006271,-0.001314,-0.001311,0.001553,0.000811,-0.000314,-0.000354
2022-07-29,-0.009248,-0.008573,0.005308,0.005271,0.003851,0.004424,-0.003045,-0.003009,0.002763,0.002545
2022-08-01,0.00469,0.005008,-0.000649,-0.000245,-0.009147,-0.008725,0.003594,0.003986,-0.006628,-0.007068
2022-08-02,-0.024589,-0.025101,-0.01958,-0.019234,-0.001613,-0.002627,0.003664,0.004017,-0.007291,-0.007456
2022-08-03,-0.00891,-0.008876,0.004236,0.004608,-0.005274,-0.005084,-0.00235,-0.002544,-0.001587,-0.000703
2022-08-04,0.00855,0.008773,0.009881,0.00888,-0.001838,-0.001826,-0.003747,-0.004421,0.002952,0.003331
2022-08-05,0.011303,0.012366,-0.004008,-0.004126,-0.004493,-0.004015,0.002875,0.002877,-0.003164,-0.002342
2022-08-08,0.003782,0.004384,0.013237,0.013432,-0.00292,-0.002184,0.000136,0.000328,0.001122,0.000763
2022-08-09,0.002816,0.002759,0.000535,0.000934,-0.003111,-0.002822,0.004119,0.004484,-0.003289,-0.003231
2022-08-10,-0.00545,-0.005112,0.012353,0.011948,0.002909,0.002732,-9.1e-05,-0.000632,0.003276,0.003098
2022-08-11,0.016447,0.016419,-0.005199,-0.005555,0.001432,0.000996,0.000492,0.000102,-0.002572,-0.00254
2022-08-12,0.000629,-0.000324,-0.002948,-0.004203,0.007223,0.005494,-0.00364,-0.005314,0.007575,0.008754
2022-08-15,0.001097,0.001439,0.005201,0.004989,-0.005731,-0.00593,-0.00036,-0.000151,-0.00216,-0.002351
2022-08-16,0.001136,0.001728,0.009754,0.009299,0.002159,0.002033,-0.004353,-0.003575,-0.000129,-0.000242
2022-08-17,0.006215,0.006096,-0.004402,-0.004476,0.001332,0.000731,-0.003159,-0.003591,0.000639,0.000702
2022-08-18,-0.005486,-0.004945,0.009904,0.010727,-0.004534,-0.004082,0.001616,0.002189,-0.005126,-0.005374
2022-08-19,-0.005643,-0.006225,-0.007681,-0.008567,0.01519,0.013622,-0.006153,-0.007829,0.009,0.009286
2022-08-22,0.008251,0.00795,-0.002485,-0.002953,-0.004972,-0.005694,0.003096,0.001935,-0.000218,0.000163
2022-08-23,-0.000194,-0.00011,0.00894,0.008423,0.00194,0.000545,-0.002364,-0.002825,0.002582,0.002804
2022-08-24,-0.020138,-0.021122,-0.009858,-0.01055,0.012625,0.011898,-0.001369,-0.002304,0.007468,0.008227
2022-08-25,0.008226,0.006939,-0.015177,-0.015705,0.012513,0.011405,-0.000978,-0.001633,0.006689,0.007331
2022-08-26,-0.002967,-0.003244,-0.00332,-0.002884,-0.003506,-0.002027,-0.001524,-0.001941,-0.001682,-0.001472
2022-08-29,-1.9e-05,0.000497,0.010953,0.010539,0.002783,0.001989,-0.002946,-0.003573,0.002994,0.002762
2022-08-30,-0.003686,-0.003789,-0.000273,-0.000441,0.004061,0.003087,-0.003922,-0.00451,0.003913,0.003797
2022-08-31,-0.010216,-0.01146,-0.02001,-0.01986,0.007354,0.007056,0.004152,0.003698,0.000886,0.001662
2022-09-01,-0.006138,-0.006114,0.002744,0.002481,0.008836,0.006971,0.002326,0.002966,0.002158,0.001417
2022-09-02,0.000736,0.001248,0.0175,0.016764,-0.002839,-0.002892,-0.008331,-0.009395,0.00521,0.005534
2022-09-05,0.003524,0.003246,0.001815,0.000673,0.015243,0.013179,-0.001624,-0.002188,0.007372,0.007267
2022-09-06,0.012086,0.012005,-0.000684,-0.001011,-0.002453,-0.002915,-0.000322,-0.000919,-0.000673,-0.000642
2022-09-07,0.001179,0.001652,0.001821,0.002173,-0.003603,-0.003628,0.000844,0.001382,-0.004053,-0.004691
2022-09-08,-0.004408,-0.004872,-0.006966,-0.00662,0.003703,0.00421,-0.005824,-0.005754,0.001394,0.001563
2022-09-09,0.008785,0.008308,-0.012739,-0.012556,0.001933,0.001509,0.007038,0.007441,-0.001712,-0.001693
2022-09-13,0.001513,0.001492,0.002867,0.003029,-0.007605,-0.006691,-0.001876,-0.002462,-0.003849,-0.003484
2022-09-14,-0.009446,-0.009497,0.001061,0.00066,0.002067,0.001385,-0.00263,-0.003172,0.003574,0.00431
